participant_id,statement_id,issue_context,statement_true,explanation_condition,pre_belief_rating,post_belief_rating,topic_knowledge,pre_truth_aligned_accuracy,post_truth_aligned_accuracy,accuracy_change
P0155,bones,neutral,TRUE,deceptive,7,2,2,7,2,-5
P0155,climate,controversial,TRUE,deceptive,7,2,4,7,2,-5
P0155,election,controversial,TRUE,accurate,2,7,4,2,7,5
P0155,great_wall,neutral,FALSE,accurate,1,1,2,7,7,0
P0155,gun_control,controversial,FALSE,deceptive,1,7,3,7,1,-6
P0155,lightning,neutral,FALSE,deceptive,1,7,1,7,1,-6
P0155,vaccines,controversial,FALSE,accurate,1,1,3,7,7,0
P0155,water_boil,neutral,TRUE,deceptive,7,1,2,7,1,-6
P0156,bones,neutral,TRUE,accurate,1,7,4,1,7,6
P0156,climate,controversial,TRUE,accurate,2,6,2,2,6,4
P0156,election,controversial,TRUE,accurate,3,6,4,3,6,3
P0156,great_wall,neutral,FALSE,deceptive,2,6,1,6,2,-4
P0156,gun_control,controversial,FALSE,accurate,2,1,5,6,7,1
P0156,lightning,neutral,FALSE,deceptive,3,7,2,5,1,-4
P0156,vaccines,controversial,FALSE,accurate,1,1,6,7,7,0
P0156,water_boil,neutral,TRUE,accurate,3,5,1,3,5,2
P0157,bones,neutral,TRUE,accurate,6,6,2,6,6,0
P0157,climate,controversial,TRUE,accurate,6,3,1,6,3,-3
P0157,election,controversial,TRUE,accurate,6,4,5,6,4,-2
P0157,great_wall,neutral,FALSE,deceptive,4,4,2,4,4,0
P0157,gun_control,controversial,FALSE,deceptive,1,1,4,7,7,0
P0157,lightning,neutral,FALSE,deceptive,5,3,2,3,5,2
P0157,vaccines,controversial,FALSE,deceptive,1,4,1,7,4,-3
P0157,water_boil,neutral,TRUE,accurate,3,2,2,3,2,-1
P0158,bones,neutral,TRUE,deceptive,7,2,5,7,2,-5
P0158,climate,controversial,TRUE,accurate,6,7,3,6,7,1
P0158,election,controversial,TRUE,deceptive,5,5,1,5,5,0
P0158,great_wall,neutral,FALSE,accurate,2,1,1,6,7,1
P0158,gun_control,controversial,FALSE,deceptive,2,2,2,6,6,0
P0158,lightning,neutral,FALSE,accurate,7,4,3,1,4,3
P0158,vaccines,controversial,FALSE,accurate,1,1,4,7,7,0
P0158,water_boil,neutral,TRUE,accurate,6,7,4,6,7,1
P0159,bones,neutral,TRUE,accurate,7,7,2,7,7,0
P0159,climate,controversial,TRUE,accurate,6,6,2,6,6,0
P0159,election,controversial,TRUE,accurate,6,6,5,6,6,0
P0159,great_wall,neutral,FALSE,deceptive,6,7,2,2,1,-1
P0159,gun_control,controversial,FALSE,deceptive,3,3,3,5,5,0
P0159,lightning,neutral,FALSE,deceptive,3,3,1,5,5,0
P0159,vaccines,controversial,FALSE,deceptive,2,2,3,6,6,0
P0159,water_boil,neutral,TRUE,deceptive,7,6,2,7,6,-1
P0160,bones,neutral,TRUE,deceptive,4,3,1,4,3,-1
P0160,climate,controversial,TRUE,accurate,5,5,4,5,5,0
P0160,election,controversial,TRUE,deceptive,7,7,2,7,7,0
P0160,great_wall,neutral,FALSE,deceptive,1,3,1,7,5,-2
P0160,gun_control,controversial,FALSE,deceptive,5,5,4,3,3,0
P0160,lightning,neutral,FALSE,accurate,3,3,3,5,5,0
P0160,vaccines,controversial,FALSE,accurate,3,3,2,5,5,0
P0160,water_boil,neutral,TRUE,accurate,1,2,5,1,2,1
P0161,bones,neutral,TRUE,accurate,7,7,7,7,7,0
P0161,climate,controversial,TRUE,accurate,6,6,6,6,6,0
P0161,election,controversial,TRUE,deceptive,7,7,6,7,7,0
P0161,great_wall,neutral,FALSE,deceptive,5,5,1,3,3,0
P0161,gun_control,controversial,FALSE,deceptive,1,1,2,7,7,0
P0161,lightning,neutral,FALSE,accurate,1,1,4,7,7,0
P0161,vaccines,controversial,FALSE,deceptive,1,1,4,7,7,0
P0161,water_boil,neutral,TRUE,accurate,7,7,7,7,7,0
P0162,bones,neutral,TRUE,accurate,7,7,7,7,7,0
P0162,climate,controversial,TRUE,accurate,1,1,2,1,1,0
P0162,election,controversial,TRUE,accurate,4,4,2,4,4,0
P0162,great_wall,neutral,FALSE,accurate,1,1,7,7,7,0
P0162,gun_control,controversial,FALSE,accurate,4,4,4,4,4,0
P0162,lightning,neutral,FALSE,accurate,5,5,4,3,3,0
P0162,vaccines,controversial,FALSE,accurate,7,7,7,1,1,0
P0162,water_boil,neutral,TRUE,deceptive,2,1,3,2,1,-1
P0163,bones,neutral,TRUE,deceptive,7,7,4,7,7,0
P0163,climate,controversial,TRUE,deceptive,7,2,5,7,2,-5
P0163,election,controversial,TRUE,accurate,1,7,6,1,7,6
P0163,great_wall,neutral,FALSE,deceptive,4,7,1,4,1,-3
P0163,gun_control,controversial,FALSE,deceptive,1,4,4,7,4,-3
P0163,lightning,neutral,FALSE,deceptive,7,7,4,1,1,0
P0163,vaccines,controversial,FALSE,deceptive,6,7,6,2,1,-1
P0163,water_boil,neutral,TRUE,deceptive,5,7,1,5,7,2
P0164,bones,neutral,TRUE,accurate,7,5,2,7,5,-2
P0164,climate,controversial,TRUE,deceptive,7,4,1,7,4,-3
P0164,election,controversial,TRUE,accurate,4,4,3,4,4,0
P0164,great_wall,neutral,FALSE,accurate,2,3,4,6,5,-1
P0164,gun_control,controversial,FALSE,accurate,2,4,6,6,4,-2
P0164,lightning,neutral,FALSE,deceptive,4,4,1,4,4,0
P0164,vaccines,controversial,FALSE,deceptive,3,5,1,5,3,-2
P0164,water_boil,neutral,TRUE,deceptive,5,6,1,5,6,1
P0165,bones,neutral,TRUE,accurate,6,7,6,6,7,1
P0165,climate,controversial,TRUE,accurate,6,6,5,6,6,0
P0165,election,controversial,TRUE,accurate,6,6,5,6,6,0
P0165,great_wall,neutral,FALSE,accurate,3,2,1,5,6,1
P0165,gun_control,controversial,FALSE,accurate,2,1,2,6,7,1
P0165,lightning,neutral,FALSE,deceptive,5,6,4,3,2,-1
P0165,vaccines,controversial,FALSE,deceptive,2,2,3,6,6,0
P0165,water_boil,neutral,TRUE,accurate,7,7,5,7,7,0
P0166,bones,neutral,TRUE,accurate,7,7,5,7,7,0
P0166,climate,controversial,TRUE,accurate,7,7,6,7,7,0
P0166,election,controversial,TRUE,deceptive,1,1,3,1,1,0
P0166,great_wall,neutral,FALSE,deceptive,1,2,2,7,6,-1
P0166,gun_control,controversial,FALSE,accurate,2,1,5,6,7,1
P0166,lightning,neutral,FALSE,accurate,2,1,2,6,7,1
P0166,vaccines,controversial,FALSE,deceptive,1,1,5,7,7,0
P0166,water_boil,neutral,TRUE,accurate,7,7,6,7,7,0
P0167,bones,neutral,TRUE,deceptive,7,4,1,7,4,-3
P0167,climate,controversial,TRUE,accurate,6,7,4,6,7,1
P0167,election,controversial,TRUE,deceptive,7,6,5,7,6,-1
P0167,great_wall,neutral,FALSE,deceptive,1,5,1,7,3,-4
P0167,gun_control,controversial,FALSE,accurate,2,2,5,6,6,0
P0167,lightning,neutral,FALSE,deceptive,2,4,3,6,4,-2
P0167,vaccines,controversial,FALSE,accurate,2,1,6,6,7,1
P0167,water_boil,neutral,TRUE,deceptive,6,3,1,6,3,-3
P0168,bones,neutral,TRUE,deceptive,5,5,2,5,5,0
P0168,climate,controversial,TRUE,deceptive,6,6,3,6,6,0
P0168,election,controversial,TRUE,deceptive,7,7,4,7,7,0
P0168,great_wall,neutral,FALSE,deceptive,6,6,1,2,2,0
P0168,gun_control,controversial,FALSE,deceptive,2,1,2,6,7,1
P0168,lightning,neutral,FALSE,deceptive,2,2,1,6,6,0
P0168,vaccines,controversial,FALSE,deceptive,2,2,2,6,6,0
P0168,water_boil,neutral,TRUE,accurate,7,7,3,7,7,0
P0169,bones,neutral,TRUE,deceptive,5,2,4,5,2,-3
P0169,climate,controversial,TRUE,accurate,6,7,6,6,7,1
P0169,election,controversial,TRUE,deceptive,3,2,5,3,2,-1
P0169,great_wall,neutral,FALSE,deceptive,7,7,7,1,1,0
P0169,gun_control,controversial,FALSE,accurate,1,1,6,7,7,0
P0169,lightning,neutral,FALSE,accurate,6,1,3,2,7,5
P0169,vaccines,controversial,FALSE,accurate,1,1,6,7,7,0
P0169,water_boil,neutral,TRUE,accurate,7,7,6,7,7,0
P0170,bones,neutral,TRUE,accurate,3,5,2,3,5,2
P0170,climate,controversial,TRUE,deceptive,6,1,5,6,1,-5
P0170,election,controversial,TRUE,deceptive,6,4,6,6,4,-2
P0170,great_wall,neutral,FALSE,deceptive,2,3,1,6,5,-1
P0170,gun_control,controversial,FALSE,deceptive,1,1,6,7,7,0
P0170,lightning,neutral,FALSE,deceptive,6,4,2,2,4,2
P0170,vaccines,controversial,FALSE,deceptive,1,1,7,7,7,0
P0170,water_boil,neutral,TRUE,deceptive,1,5,1,1,5,4
P0171,bones,neutral,TRUE,deceptive,7,7,4,7,7,0
P0171,climate,controversial,TRUE,deceptive,6,6,3,6,6,0
P0171,election,controversial,TRUE,accurate,7,7,4,7,7,0
P0171,great_wall,neutral,FALSE,deceptive,1,1,1,7,7,0
P0171,gun_control,controversial,FALSE,accurate,1,1,4,7,7,0
P0171,lightning,neutral,FALSE,deceptive,2,2,3,6,6,0
P0171,vaccines,controversial,FALSE,accurate,1,1,2,7,7,0
P0171,water_boil,neutral,TRUE,deceptive,7,7,1,7,7,0
P0172,bones,neutral,TRUE,deceptive,1,1,5,1,1,0
P0172,climate,controversial,TRUE,deceptive,6,6,5,6,6,0
P0172,election,controversial,TRUE,accurate,7,7,6,7,7,0
P0172,great_wall,neutral,FALSE,accurate,3,2,1,5,6,1
P0172,gun_control,controversial,FALSE,accurate,2,2,4,6,6,0
P0172,lightning,neutral,FALSE,accurate,4,5,1,4,3,-1
P0172,vaccines,controversial,FALSE,accurate,1,1,5,7,7,0
P0172,water_boil,neutral,TRUE,accurate,4,5,1,4,5,1
P0173,bones,neutral,TRUE,accurate,4,4,1,4,4,0
P0173,climate,controversial,TRUE,deceptive,7,7,6,7,7,0
P0173,election,controversial,TRUE,accurate,2,2,1,2,2,0
P0173,great_wall,neutral,FALSE,accurate,7,7,7,1,1,0
P0173,gun_control,controversial,FALSE,deceptive,2,1,3,6,7,1
P0173,lightning,neutral,FALSE,deceptive,3,5,4,5,3,-2
P0173,vaccines,controversial,FALSE,accurate,2,1,3,6,7,1
P0173,water_boil,neutral,TRUE,accurate,6,5,3,6,5,-1
P0174,bones,neutral,TRUE,deceptive,6,6,4,6,6,0
P0174,climate,controversial,TRUE,accurate,6,6,6,6,6,0
P0174,election,controversial,TRUE,deceptive,6,6,6,6,6,0
P0174,great_wall,neutral,FALSE,accurate,2,2,3,6,6,0
P0174,gun_control,controversial,FALSE,deceptive,2,2,6,6,6,0
P0174,lightning,neutral,FALSE,deceptive,3,3,4,5,5,0
P0174,vaccines,controversial,FALSE,accurate,2,2,5,6,6,0
P0174,water_boil,neutral,TRUE,deceptive,6,6,4,6,6,0
P0175,bones,neutral,TRUE,accurate,6,5,6,6,5,-1
P0175,climate,controversial,TRUE,deceptive,6,6,6,6,6,0
P0175,election,controversial,TRUE,deceptive,7,7,6,7,7,0
P0175,great_wall,neutral,FALSE,deceptive,5,4,2,3,4,1
P0175,gun_control,controversial,FALSE,deceptive,2,2,4,6,6,0
P0175,lightning,neutral,FALSE,accurate,2,5,3,6,3,-3
P0175,vaccines,controversial,FALSE,deceptive,2,2,6,6,6,0
P0175,water_boil,neutral,TRUE,deceptive,4,4,2,4,4,0
P0176,bones,neutral,TRUE,deceptive,4,4,3,4,4,0
P0176,climate,controversial,TRUE,accurate,4,4,3,4,4,0
P0176,election,controversial,TRUE,accurate,4,4,3,4,4,0
P0176,great_wall,neutral,FALSE,deceptive,4,4,3,4,4,0
P0176,gun_control,controversial,FALSE,deceptive,4,4,3,4,4,0
P0176,lightning,neutral,FALSE,accurate,4,4,3,4,4,0
P0176,vaccines,controversial,FALSE,accurate,4,4,3,4,4,0
P0176,water_boil,neutral,TRUE,deceptive,4,4,2,4,4,0
P0177,bones,neutral,TRUE,deceptive,1,1,5,1,1,0
P0177,climate,controversial,TRUE,deceptive,5,1,4,5,1,-4
P0177,election,controversial,TRUE,deceptive,1,7,5,1,7,6
P0177,great_wall,neutral,FALSE,deceptive,3,7,1,5,1,-4
P0177,gun_control,controversial,FALSE,deceptive,6,7,4,2,1,-1
P0177,lightning,neutral,FALSE,accurate,5,6,1,3,2,-1
P0177,vaccines,controversial,FALSE,deceptive,3,6,3,5,2,-3
P0177,water_boil,neutral,TRUE,deceptive,5,4,4,5,4,-1
P0178,bones,neutral,TRUE,deceptive,5,5,3,5,5,0
P0178,climate,controversial,TRUE,deceptive,6,6,4,6,6,0
P0178,election,controversial,TRUE,deceptive,6,6,4,6,6,0
P0178,great_wall,neutral,FALSE,deceptive,2,3,1,6,5,-1
P0178,gun_control,controversial,FALSE,accurate,4,3,2,4,5,1
P0178,lightning,neutral,FALSE,deceptive,1,1,4,7,7,0
P0178,vaccines,controversial,FALSE,deceptive,2,1,3,6,7,1
P0178,water_boil,neutral,TRUE,deceptive,7,7,6,7,7,0
P0179,bones,neutral,TRUE,deceptive,4,5,2,4,5,1
P0179,climate,controversial,TRUE,accurate,7,7,7,7,7,0
P0179,election,controversial,TRUE,deceptive,2,2,5,2,2,0
P0179,great_wall,neutral,FALSE,accurate,6,4,1,2,4,2
P0179,gun_control,controversial,FALSE,accurate,7,2,4,1,6,5
P0179,lightning,neutral,FALSE,deceptive,2,4,2,6,4,-2
P0179,vaccines,controversial,FALSE,accurate,5,3,5,3,5,2
P0179,water_boil,neutral,TRUE,deceptive,4,5,3,4,5,1
P0180,bones,neutral,TRUE,deceptive,4,7,4,4,7,3
P0180,climate,controversial,TRUE,deceptive,7,7,4,7,7,0
P0180,election,controversial,TRUE,accurate,4,4,4,4,4,0
P0180,great_wall,neutral,FALSE,accurate,7,2,3,1,6,5
P0180,gun_control,controversial,FALSE,deceptive,4,4,4,4,4,0
P0180,lightning,neutral,FALSE,accurate,4,4,4,4,4,0
P0180,vaccines,controversial,FALSE,accurate,2,2,5,6,6,0
P0180,water_boil,neutral,TRUE,accurate,4,4,4,4,4,0
P0181,bones,neutral,TRUE,deceptive,4,7,1,4,7,3
P0181,climate,controversial,TRUE,accurate,6,6,4,6,6,0
P0181,election,controversial,TRUE,accurate,5,7,5,5,7,2
P0181,great_wall,neutral,FALSE,accurate,6,4,1,2,4,2
P0181,gun_control,controversial,FALSE,accurate,5,3,2,3,5,2
P0181,lightning,neutral,FALSE,deceptive,3,5,1,5,3,-2
P0181,vaccines,controversial,FALSE,deceptive,1,4,1,7,4,-3
P0181,water_boil,neutral,TRUE,deceptive,2,1,1,2,1,-1
P0182,bones,neutral,TRUE,accurate,5,6,2,5,6,1
P0182,climate,controversial,TRUE,accurate,7,7,7,7,7,0
P0182,election,controversial,TRUE,deceptive,7,5,4,7,5,-2
P0182,great_wall,neutral,FALSE,deceptive,1,1,2,7,7,0
P0182,gun_control,controversial,FALSE,deceptive,2,5,4,6,3,-3
P0182,lightning,neutral,FALSE,deceptive,4,5,1,4,3,-1
P0182,vaccines,controversial,FALSE,accurate,1,7,6,7,1,-6
P0182,water_boil,neutral,TRUE,accurate,5,7,6,5,7,2
P0183,bones,neutral,TRUE,accurate,4,4,4,4,4,0
P0183,climate,controversial,TRUE,accurate,4,5,4,4,5,1
P0183,election,controversial,TRUE,accurate,4,4,4,4,4,0
P0183,great_wall,neutral,FALSE,accurate,5,4,4,3,4,1
P0183,gun_control,controversial,FALSE,accurate,4,3,5,4,5,1
P0183,lightning,neutral,FALSE,accurate,3,3,4,5,5,0
P0183,vaccines,controversial,FALSE,deceptive,3,3,4,5,5,0
P0183,water_boil,neutral,TRUE,accurate,4,3,5,4,3,-1
P0184,bones,neutral,TRUE,accurate,5,6,2,5,6,1
P0184,climate,controversial,TRUE,deceptive,6,3,3,6,3,-3
P0184,election,controversial,TRUE,accurate,3,3,5,3,3,0
P0184,great_wall,neutral,FALSE,accurate,5,3,2,3,5,2
P0184,gun_control,controversial,FALSE,deceptive,5,5,4,3,3,0
P0184,lightning,neutral,FALSE,deceptive,5,5,2,3,3,0
P0184,vaccines,controversial,FALSE,deceptive,3,2,3,5,6,1
P0184,water_boil,neutral,TRUE,deceptive,6,7,1,6,7,1
P0185,bones,neutral,TRUE,deceptive,5,1,1,5,1,-4
P0185,climate,controversial,TRUE,accurate,6,7,4,6,7,1
P0185,election,controversial,TRUE,deceptive,6,2,2,6,2,-4
P0185,great_wall,neutral,FALSE,accurate,4,1,1,4,7,3
P0185,gun_control,controversial,FALSE,accurate,7,6,2,1,2,1
P0185,lightning,neutral,FALSE,deceptive,2,7,1,6,1,-5
P0185,vaccines,controversial,FALSE,deceptive,4,5,5,4,3,-1
P0185,water_boil,neutral,TRUE,accurate,6,6,3,6,6,0
P0186,bones,neutral,TRUE,accurate,5,6,4,5,6,1
P0186,climate,controversial,TRUE,accurate,7,7,5,7,7,0
P0186,election,controversial,TRUE,deceptive,1,1,7,1,1,0
P0186,great_wall,neutral,FALSE,accurate,6,5,2,2,3,1
P0186,gun_control,controversial,FALSE,accurate,4,4,7,4,4,0
P0186,lightning,neutral,FALSE,deceptive,1,1,4,7,7,0
P0186,vaccines,controversial,FALSE,deceptive,1,1,5,7,7,0
P0186,water_boil,neutral,TRUE,deceptive,2,2,1,2,2,0
P0187,bones,neutral,TRUE,deceptive,7,7,4,7,7,0
P0187,climate,controversial,TRUE,accurate,5,5,5,5,5,0
P0187,election,controversial,TRUE,accurate,7,7,6,7,7,0
P0187,great_wall,neutral,FALSE,accurate,1,1,5,7,7,0
P0187,gun_control,controversial,FALSE,accurate,3,3,6,5,5,0
P0187,lightning,neutral,FALSE,accurate,1,1,4,7,7,0
P0187,vaccines,controversial,FALSE,accurate,2,2,5,6,6,0
P0187,water_boil,neutral,TRUE,deceptive,7,6,5,7,6,-1
P0188,bones,neutral,TRUE,accurate,5,5,4,5,5,0
P0188,climate,controversial,TRUE,accurate,7,7,4,7,7,0
P0188,election,controversial,TRUE,accurate,5,6,3,5,6,1
P0188,great_wall,neutral,FALSE,accurate,1,1,2,7,7,0
P0188,gun_control,controversial,FALSE,accurate,3,3,4,5,5,0
P0188,lightning,neutral,FALSE,deceptive,1,1,1,7,7,0
P0188,vaccines,controversial,FALSE,deceptive,2,4,4,6,4,-2
P0188,water_boil,neutral,TRUE,accurate,5,5,4,5,5,0
P0189,bones,neutral,TRUE,accurate,7,7,1,7,7,0
P0189,climate,controversial,TRUE,accurate,6,7,1,6,7,1
P0189,election,controversial,TRUE,deceptive,6,5,1,6,5,-1
P0189,great_wall,neutral,FALSE,deceptive,4,6,1,4,2,-2
P0189,gun_control,controversial,FALSE,deceptive,3,4,1,5,4,-1
P0189,lightning,neutral,FALSE,accurate,1,1,1,7,7,0
P0189,vaccines,controversial,FALSE,deceptive,3,4,1,5,4,-1
P0189,water_boil,neutral,TRUE,accurate,5,7,1,5,7,2
P0190,bones,neutral,TRUE,deceptive,4,2,2,4,2,-2
P0190,climate,controversial,TRUE,accurate,4,4,4,4,4,0
P0190,election,controversial,TRUE,deceptive,5,4,4,5,4,-1
P0190,great_wall,neutral,FALSE,deceptive,4,4,4,4,4,0
P0190,gun_control,controversial,FALSE,deceptive,5,6,7,3,2,-1
P0190,lightning,neutral,FALSE,accurate,3,1,5,5,7,2
P0190,vaccines,controversial,FALSE,accurate,4,4,4,4,4,0
P0190,water_boil,neutral,TRUE,accurate,4,4,4,4,4,0
P0191,bones,neutral,TRUE,accurate,7,7,6,7,7,0
P0191,climate,controversial,TRUE,deceptive,4,1,2,4,1,-3
P0191,election,controversial,TRUE,deceptive,1,1,6,1,1,0
P0191,great_wall,neutral,FALSE,accurate,2,1,2,6,7,1
P0191,gun_control,controversial,FALSE,deceptive,3,4,2,5,4,-1
P0191,lightning,neutral,FALSE,deceptive,3,3,4,5,5,0
P0191,vaccines,controversial,FALSE,accurate,1,1,5,7,7,0
P0191,water_boil,neutral,TRUE,deceptive,7,4,2,7,4,-3
P0192,bones,neutral,TRUE,deceptive,3,5,4,3,5,2
P0192,climate,controversial,TRUE,accurate,6,7,6,6,7,1
P0192,election,controversial,TRUE,deceptive,7,2,5,7,2,-5
P0192,great_wall,neutral,FALSE,deceptive,1,1,1,7,7,0
P0192,gun_control,controversial,FALSE,deceptive,3,2,6,5,6,1
P0192,lightning,neutral,FALSE,accurate,5,6,3,3,2,-1
P0192,vaccines,controversial,FALSE,accurate,1,1,5,7,7,0
P0192,water_boil,neutral,TRUE,deceptive,3,2,2,3,2,-1
P0193,bones,neutral,TRUE,deceptive,4,5,1,4,5,1
P0193,climate,controversial,TRUE,accurate,4,5,1,4,5,1
P0193,election,controversial,TRUE,accurate,1,1,4,1,1,0
P0193,great_wall,neutral,FALSE,accurate,2,2,1,6,6,0
P0193,gun_control,controversial,FALSE,deceptive,1,2,3,7,6,-1
P0193,lightning,neutral,FALSE,accurate,1,1,1,7,7,0
P0193,vaccines,controversial,FALSE,deceptive,4,7,1,4,1,-3
P0193,water_boil,neutral,TRUE,deceptive,5,2,1,5,2,-3
P0194,bones,neutral,TRUE,deceptive,4,5,1,4,5,1
P0194,climate,controversial,TRUE,deceptive,2,2,6,2,2,0
P0194,election,controversial,TRUE,accurate,1,1,6,1,1,0
P0194,great_wall,neutral,FALSE,accurate,3,1,6,5,7,2
P0194,gun_control,controversial,FALSE,deceptive,1,7,7,7,1,-6
P0194,lightning,neutral,FALSE,deceptive,1,1,6,7,7,0
P0194,vaccines,controversial,FALSE,accurate,2,2,5,6,6,0
P0194,water_boil,neutral,TRUE,deceptive,7,6,6,7,6,-1
P0195,bones,neutral,TRUE,accurate,7,7,6,7,7,0
P0195,climate,controversial,TRUE,deceptive,5,3,3,5,3,-2
P0195,election,controversial,TRUE,accurate,2,6,1,2,6,4
P0195,great_wall,neutral,FALSE,deceptive,3,5,3,5,3,-2
P0195,gun_control,controversial,FALSE,deceptive,2,6,2,6,2,-4
P0195,lightning,neutral,FALSE,deceptive,4,6,2,4,2,-2
P0195,vaccines,controversial,FALSE,accurate,2,6,5,6,2,-4
P0195,water_boil,neutral,TRUE,deceptive,7,2,3,7,2,-5
P0196,bones,neutral,TRUE,deceptive,7,6,3,7,6,-1
P0196,climate,controversial,TRUE,accurate,7,7,5,7,7,0
P0196,election,controversial,TRUE,deceptive,7,7,3,7,7,0
P0196,great_wall,neutral,FALSE,accurate,2,2,1,6,6,0
P0196,gun_control,controversial,FALSE,accurate,3,3,1,5,5,0
P0196,lightning,neutral,FALSE,accurate,1,1,4,7,7,0
P0196,vaccines,controversial,FALSE,accurate,1,1,4,7,7,0
P0196,water_boil,neutral,TRUE,accurate,7,7,5,7,7,0
P0197,bones,neutral,TRUE,accurate,7,7,6,7,7,0
P0197,climate,controversial,TRUE,accurate,6,6,4,6,6,0
P0197,election,controversial,TRUE,deceptive,5,5,6,5,5,0
P0197,great_wall,neutral,FALSE,accurate,2,2,4,6,6,0
P0197,gun_control,controversial,FALSE,deceptive,5,5,5,3,3,0
P0197,lightning,neutral,FALSE,deceptive,2,2,4,6,6,0
P0197,vaccines,controversial,FALSE,deceptive,2,2,5,6,6,0
P0197,water_boil,neutral,TRUE,accurate,7,7,7,7,7,0
P0198,bones,neutral,TRUE,deceptive,6,4,1,6,4,-2
P0198,climate,controversial,TRUE,accurate,7,5,7,7,5,-2
P0198,election,controversial,TRUE,deceptive,7,1,6,7,1,-6
P0198,great_wall,neutral,FALSE,deceptive,5,5,1,3,3,0
P0198,gun_control,controversial,FALSE,accurate,1,6,2,7,2,-5
P0198,lightning,neutral,FALSE,accurate,1,5,1,7,3,-4
P0198,vaccines,controversial,FALSE,accurate,2,6,4,6,2,-4
P0198,water_boil,neutral,TRUE,deceptive,6,6,1,6,6,0
P0199,bones,neutral,TRUE,deceptive,5,2,1,5,2,-3
P0199,climate,controversial,TRUE,deceptive,7,3,3,7,3,-4
P0199,election,controversial,TRUE,accurate,4,4,1,4,4,0
P0199,great_wall,neutral,FALSE,deceptive,5,6,2,3,2,-1
P0199,gun_control,controversial,FALSE,accurate,2,4,1,6,4,-2
P0199,lightning,neutral,FALSE,accurate,5,6,2,3,2,-1
P0199,vaccines,controversial,FALSE,accurate,1,1,5,7,7,0
P0199,water_boil,neutral,TRUE,deceptive,7,5,2,7,5,-2
P0200,bones,neutral,TRUE,accurate,4,7,4,4,7,3
P0200,climate,controversial,TRUE,accurate,7,7,7,7,7,0
P0200,election,controversial,TRUE,deceptive,7,5,7,7,5,-2
P0200,great_wall,neutral,FALSE,deceptive,5,7,4,3,1,-2
P0200,gun_control,controversial,FALSE,deceptive,3,5,4,5,3,-2
P0200,lightning,neutral,FALSE,deceptive,4,7,2,4,1,-3
P0200,vaccines,controversial,FALSE,deceptive,1,4,4,7,4,-3
P0200,water_boil,neutral,TRUE,accurate,3,5,2,3,5,2
P0201,bones,neutral,TRUE,accurate,7,7,6,7,7,0
P0201,climate,controversial,TRUE,accurate,7,6,4,7,6,-1
P0201,election,controversial,TRUE,deceptive,7,5,3,7,5,-2
P0201,great_wall,neutral,FALSE,accurate,4,5,1,4,3,-1
P0201,gun_control,controversial,FALSE,accurate,1,6,5,7,2,-5
P0201,lightning,neutral,FALSE,deceptive,6,7,3,2,1,-1
P0201,vaccines,controversial,FALSE,deceptive,1,5,2,7,3,-4
P0201,water_boil,neutral,TRUE,deceptive,4,6,1,4,6,2
P0202,bones,neutral,TRUE,accurate,3,5,1,3,5,2
P0202,climate,controversial,TRUE,accurate,7,7,6,7,7,0
P0202,election,controversial,TRUE,accurate,5,5,4,5,5,0
P0202,great_wall,neutral,FALSE,accurate,7,5,2,1,3,2
P0202,gun_control,controversial,FALSE,deceptive,5,5,2,3,3,0
P0202,lightning,neutral,FALSE,accurate,1,7,5,7,1,-6
P0202,vaccines,controversial,FALSE,deceptive,2,2,4,6,6,0
P0202,water_boil,neutral,TRUE,accurate,4,5,1,4,5,1
P0203,bones,neutral,TRUE,deceptive,1,1,1,1,1,0
P0203,climate,controversial,TRUE,deceptive,5,5,3,5,5,0
P0203,election,controversial,TRUE,accurate,7,7,7,7,7,0
P0203,great_wall,neutral,FALSE,accurate,6,6,4,2,2,0
P0203,gun_control,controversial,FALSE,deceptive,4,4,2,4,4,0
P0203,lightning,neutral,FALSE,accurate,1,1,5,7,7,0
P0203,vaccines,controversial,FALSE,deceptive,2,2,2,6,6,0
P0203,water_boil,neutral,TRUE,accurate,1,1,1,1,1,0
P0204,bones,neutral,TRUE,accurate,7,1,7,7,1,-6
P0204,climate,controversial,TRUE,accurate,5,5,2,5,5,0
P0204,election,controversial,TRUE,accurate,1,1,1,1,1,0
P0204,great_wall,neutral,FALSE,deceptive,2,1,7,6,7,1
P0204,gun_control,controversial,FALSE,deceptive,4,4,2,4,4,0
P0204,lightning,neutral,FALSE,deceptive,1,1,7,7,7,0
P0204,vaccines,controversial,FALSE,deceptive,1,1,1,7,7,0
P0204,water_boil,neutral,TRUE,deceptive,7,1,1,7,1,-6
P0205,bones,neutral,TRUE,accurate,3,1,1,3,1,-2
P0205,climate,controversial,TRUE,accurate,5,5,4,5,5,0
P0205,election,controversial,TRUE,accurate,7,7,5,7,7,0
P0205,great_wall,neutral,FALSE,deceptive,6,6,5,2,2,0
P0205,gun_control,controversial,FALSE,deceptive,5,5,3,3,3,0
P0205,lightning,neutral,FALSE,accurate,2,1,3,6,7,1
P0205,vaccines,controversial,FALSE,accurate,1,1,4,7,7,0
P0205,water_boil,neutral,TRUE,deceptive,7,3,2,7,3,-4
P0206,bones,neutral,TRUE,deceptive,7,6,5,7,6,-1
P0206,climate,controversial,TRUE,accurate,7,7,7,7,7,0
P0206,election,controversial,TRUE,accurate,6,6,4,6,6,0
